ProteinID,Gene,Description,control_1 Intensity,control_2 Intensity,control_3 Intensity,treatment_1 Intensity,treatment_2 Intensity,treatment_3 Intensity
P48449,LSS,Lanosterol synthase,23.6104,20.2319,22.9335,26.4704,26.5165,26.3663
P48509,CD151,CD151 antigen,23.8899,23.353,23.2013,24.7057,26.6006,24.7395
P48556,PSMD8,26S proteasome non-ATPase regulatory subunit 8,20.6671,22.3218,22.241,25.0061,24.7667,24.3005
P48643,CCT5,T-complex protein 1 subunit epsilon,28.1162,28.2374,28.246,29.9632,29.1216,29.5234
P48668,KRT6C,"Keratin, type II cytoskeletal 6C",21.9101,23.3529,27.0363,25.1197,26.7113,23.9227
P48723,HSPA13,Heat shock 70 kDa protein 13,21.884,18.6991,22.7019,28.6452,28.7684,28.4867
P48735,IDH2,"Isocitrate dehydrogenase [NADP], mitochondrial",28.7765,28.1543,28.095,28.6482,29,28.7208
P48960,CD97,CD97 antigen,22.2132,21.3868,20.5957,27.2625,27.7006,27.4493
P49006,MARCKSL1,MARCKS-related protein,23.6662,24.8087,26.3692,25.9686,26.7185,25.5157
P49207,RPL34,60S ribosomal protein L34,29.1934,29.4399,28.7542,28.0975,28.0348,27.4529
P49257,LMAN1,Protein ERGIC-53,27.6256,20.5306,27.0035,28.1437,27.5322,24.963
P49327,FASN,Fatty acid synthase,29.2381,29.1732,28.2986,30.8015,29.6652,28.6966
P49368,CCT3,T-complex protein 1 subunit gamma,29.3163,29.0047,29.2313,30.3373,29.0886,28.6202
P49406,MRPL19,"39S ribosomal protein L19, mitochondrial",27.569,26.9359,27.065,27.6114,27.5051,26.7823
P49419,ALDH7A1,Alpha-aminoadipic semialdehyde dehydrogenase,26.5662,26.7991,26.3382,28.1209,27.7659,27.4562
P49450,CENPA,Histone H3-like centromeric protein A,21.0869,20.8056,20.3835,20.7357,20.1088,19.6896
P49458,SRP9,Signal recognition particle 9 kDa protein,24.6261,24.7709,24.8478,25.323,25.0612,25.1538
P49588,AARS,"Alanine--tRNA ligase, cytoplasmic",24.9752,24.4983,24.4156,25.8175,22.8558,24.0593
P49591,SARS,"Serine--tRNA ligase, cytoplasmic",25.2773,24.8087,20.6696,25.6013,23.4826,22.1993
P49643,PRIM2,DNA primase large subunit,22.2132,21.9673,23.5054,23.7611,23.4562,22.9313
P49711,CTCF,Transcriptional repressor CTCF,27.0199,26.2572,26.8843,26.1105,26.9936,26.4535
P49721,PSMB2,Proteasome subunit beta type-2,25.8754,23.72,23.6392,27.7349,26.4955,26.1546
P49736,MCM2,DNA replication licensing factor MCM2,26.5115,27.4536,27.9841,28.2561,26.8514,26.6372
P49748,ACADVL,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",25.2742,21.4202,24.6097,26.6699,26.7969,26.5154
P49750,YLPM1,YLP motif-containing protein 1,26.7778,27.1468,27.2683,25.9962,25.9227,25.33
P49753,ACOT2,"Acyl-coenzyme A thioesterase 2, mitochondrial",25.8625,26.2095,26.2041,27.1838,27.3948,26.8785
P49755,TMED10,Transmembrane emp24 domain-containing protein 10,28.6459,26.6559,26.2381,31.0239,30.4688,29.7572
P49756,RBM25,RNA-binding protein 25,27.8448,28.3474,28.2077,28.2774,28.9234,27.8436
P49760,CLK2,Dual specificity protein kinase CLK2,21.3207,20.3048,21.2024,22.0887,23.6983,22.4973
P49790,NUP153,Nuclear pore complex protein Nup153,28.3051,26.3461,28.298,27.2629,28.3319,27.2655
P49792,RANBP2,E3 SUMO-protein ligase RanBP2,30.8844,29.8893,30.2156,29.9597,30.373,30.0029
P49821,NDUFV1,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",27.9112,27.2123,27.8054,28.4091,28.1243,27.9519
P49848,TAF6,Transcription initiation factor TFIID subunit 6,24.4672,21.8641,25.3443,23.0004,21.4098,20.927
P49916,LIG3,DNA ligase 3,23.4222,22.6143,22.5079,24.5049,23.9962,24.1561
P49959,MRE11,Double-strand break repair protein MRE11,27.7944,26.7353,27.2215,28.0072,27.6598,27.8506
P50148,GNAQ,Guanine nucleotide-binding protein G(q) subunit alpha,24.7555,20.7825,21.1605,25.8551,26.732,26.3314
P50213,IDH3A,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",28.1665,28.8765,28.8012,29.8001,29.851,29.881
P50336,PPOX,Protoporphyrinogen oxidase,22.6678,21.4137,22.9592,23.9735,26.4886,25.6846
P50395,GDI2,Rab GDP dissociation inhibitor beta,23.5784,24.4008,26.031,28.9789,27.0946,27.735
P50402,EMD,Emerin,29.2309,28.3454,28.2491,29.6208,29.7577,29.1815
P50454,SERPINH1,Serpin H1,29.3953,29.2197,29.6849,31.9347,31.7141,31.8033
P50502,ST13,Hsc70-interacting protein,23.7078,26.7688,27.219,28.4772,25.655,26.4311
P50613,CDK7,Cyclin-dependent kinase 7,21.7601,20.9236,22.0688,22.2659,27.244,27.3863
P50895,BCAM,Basal cell adhesion molecule,22.0106,20.9094,22.4251,22.5999,25.1427,25.0316
P50897,PPT1,Palmitoyl-protein thioesterase 1,26.1532,25.8198,26.5807,31.0183,30.83,30.7828
P50914,RPL14,60S ribosomal protein L14,30.3549,29.5211,29.6392,28.8289,28.8126,28.6723
P50990,CCT8,T-complex protein 1 subunit theta,28.1467,28.6216,28.4933,30.5836,29.4298,29.4987
P50991,CCT4,T-complex protein 1 subunit delta,27.968,28.1268,27.7006,29.6929,28.3289,28.0788
P51114,FXR1,Fragile X mental retardation syndrome-related protein 1,24.9056,25.9421,22.8873,26.1227,25.9678,26.976
P51148,RAB5C,Ras-related protein Rab-5C,26.985,25.4426,26.0792,28.5406,28.5519,27.8924
P51149,RAB7A,Ras-related protein Rab-7a,29.9584,28.3517,28.8169,30.6246,30.3611,29.9124
P51151,RAB9A,Ras-related protein Rab-9A,25.7509,24.2554,25.4749,26.4399,26.0932,24.9169
P51153,RAB13,Ras-related protein Rab-13,24.6951,21.5941,21.68,23.332,25.1839,24.6333
P51398,DAP3,"28S ribosomal protein S29, mitochondrial",27.8913,26.7732,27.0722,28.1319,28.4159,27.3141
P51532,SMARCA4,Transcription activator BRG1,29.5501,28.2474,28.9822,28.2601,29.0212,28.4162
P51553,IDH3G,"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial",26.5662,26.7424,25.401,26.9614,27.622,27.8583
P51571,SSR4,Translocon-associated protein subunit delta,28.2708,28.1725,28.4862,29.7093,30.4584,30.2757
P51572,BCAP31,B-cell receptor-associated protein 31,30.859,29.699,30.0176,31.2365,31.0228,30.4327
P51610,HCFC1,Host cell factor 1,27.4612,27.4482,27.5427,27.2991,27.5991,28.5565
P51648,ALDH3A2,Fatty aldehyde dehydrogenase,25.9808,23.9907,25.4497,27.6543,27.251,25.8343
P51649,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",25.5746,26.1223,26.4703,26.7452,27.0693,26.7975
P51659,HSD17B4,Peroxisomal multifunctional enzyme type 2,30.4998,30.0718,30.2275,31.2506,31.5475,31.3104
P51665,PSMD7,26S proteasome non-ATPase regulatory subunit 7,20.6634,21.0208,21.4579,24.6671,24.3968,24.0526
P51687,SUOX,"Sulfite oxidase, mitochondrial",24.6326,25.6507,21.97,27.1235,25.931,26.5394
P51688,SGSH,N-sulphoglucosamine sulphohydrolase,26.6014,25.7657,26.486,28.1569,29.1965,29.0771
P51809,VAMP7,Vesicle-associated membrane protein 7,26.024,21.2897,23.4244,27.3141,26.6623,25.9279
P51970,NDUFA8,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,27.6265,27.6687,27.8767,29.4313,29.6093,30.039
P51991,HNRNPA3,Heterogeneous nuclear ribonucleoprotein A3,31.6673,31.5717,31.4308,30.773,31.1247,31.4022
P52209,PGD,"6-phosphogluconate dehydrogenase, decarboxylating",25.3969,21.4656,24.723,27.2229,25.6101,25.527
P52272,HNRNPM,Heterogeneous nuclear ribonucleoprotein M,32.9062,33.0478,33.156,33.0157,33.1394,33.1985
P52292,KPNA2,Importin subunit alpha-1,29.0741,28.9216,29.3321,30.6045,30.2405,30.1213
P52294,KPNA1,Importin subunit alpha-5,24.6562,25.1957,25.88,27.151,26.7529,27.1479
P52306,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1,22.0757,22.2739,20.4525,23.2634,20.9591,22.103
P52597,HNRNPF,Heterogeneous nuclear ribonucleoprotein F,28.3406,29.2548,29.4295,28.3378,29.1135,29.1358
P52756,RBM5,RNA-binding protein 5,24.1391,24.0108,24.2689,24.4627,22.5165,22.3098
P52789,HK2,Hexokinase-2,25.7685,25.4162,25.257,28.9542,29.0112,28.153
P52815,MRPL12,"39S ribosomal protein L12, mitochondrial",25.2396,28.0019,28.3005,27.2131,28.0186,27.8682
P52888,THOP1,Thimet oligopeptidase,20.8657,21.6733,20.4881,23.9392,22.7559,23.3896
P52907,CAPZA1,F-actin-capping protein subunit alpha-1,23.7416,24.2633,24.4164,25.5234,26.1421,26.3797
P52948,NUP98,Nuclear pore complex protein Nup98-Nup96,29.181,28.7471,28.8258,30.0186,30.6907,30.673
P53007,SLC25A1,"Tricarboxylate transport protein, mitochondrial",27.6991,26.4301,26.7644,28.687,28.4075,26.4912
P53396,ACLY,ATP-citrate synthase,27.6074,27.5988,28.0705,29.1928,27.9726,27.5337
P53582,METAP1,Methionine aminopeptidase 1,24.1066,21.0858,24.4072,22.0548,21.7041,21.7375
P53597,SUCLG1,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",25.685,26.2033,26.1439,25.28,24.8552,25.7197
P53618,COPB1,Coatomer subunit beta,21.2409,21.2424,20.9631,27.3518,27.0883,26.0555
P53621,COPA,Coatomer subunit alpha,25.901,25.5949,25.4558,24.6951,26.0563,24.3214
P53634,CTSC,Dipeptidyl peptidase 1,25.3039,26.0093,26.3216,29.5801,29.6777,29.6003
P53680,AP2S1,AP-2 complex subunit sigma,25.3448,25.0616,25.2677,25.9003,25.9634,26.2647
P53701,HCCS,Cytochrome c-type heme lyase,23.6691,23.3204,22.5912,24.0928,23.798,23.1513
P53985,SLC16A1,Monocarboxylate transporter 1,27.7042,26.5352,26.1904,27.505,28.5675,27.3733
P54136,RARS,"Arginine--tRNA ligase, cytoplasmic",27.2836,26.8671,26.8976,28.1804,27.084,25.8483
P54578,USP14,Ubiquitin carboxyl-terminal hydrolase 14,21.9974,21.0523,20.495,23.5518,22.3744,21.9246
P54709,ATP1B3,Sodium/potassium-transporting ATPase subunit beta-3,29.5727,29.0532,29.274,31.6258,31.7418,31.9359
P54802,NAGLU,Alpha-N-acetylglucosaminidase,21.7071,22.329,21.438,27.2276,27.5538,27.8252
P54819,AK2,"Adenylate kinase 2, mitochondrial",28.6778,29.7852,29.5989,29.8093,29.8033,29.9896
P54886,ALDH18A1,Delta-1-pyrroline-5-carboxylate synthase,31.0989,30.7639,31.1201,31.5478,31.8425,31.4886
P54920,NAPA,Alpha-soluble NSF attachment protein,24.014,22.3372,23.9254,24.731,24.7972,25.3752
P55010,EIF5,Eukaryotic translation initiation factor 5,22.8072,22.9633,22.015,24.7356,20.9818,23.1505
P55060,CSE1L,Exportin-2,25.8653,26.1115,25.8322,29.1527,27.6603,27.6612
P55072,VCP,Transitional endoplasmic reticulum ATPase,30.564,30.3675,30.5733,31.822,31.57,31.4167
P55084,HADHB,"Trifunctional enzyme subunit beta, mitochondrial",29.736,29.4751,29.4517,29.8553,30.0228,29.8921
P55196,AFDN,Afadin,26.3668,23.1174,23.568,25.7894,26.0724,25.7632
P55209,NAP1L1,Nucleosome assembly protein 1-like 1,27.0913,27.5549,26.4867,28.2884,27.4523,27.9058
P55265,ADAR,Double-stranded RNA-specific adenosine deaminase,31.0645,29.9823,30.5364,29.7161,30.426,29.9432
P55268,LAMB2,Laminin subunit beta-2,21.4173,22.9484,22.3373,23.5148,24.2719,23.7477
P55735,SEC13,Protein SEC13 homolog,24.7109,21.8825,25.6549,24.668,26.7416,26.6269
P55769,SNU13,NHP2-like protein 1,28.6767,29.7925,29.8235,29.0465,29.3215,29.6974
P55786,NPEPPS,Puromycin-sensitive aminopeptidase,25.3404,20.4492,24.1768,27.0953,26.37,26.3332
P55795,HNRNPH2,Heterogeneous nuclear ribonucleoprotein H2,26.6181,24.5842,25.5387,26.3182,27.4092,27.5689
P55809,OXCT1,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",26.3032,26.3,26.6036,26.6535,27.5583,27.6497
P55884,EIF3B,Eukaryotic translation initiation factor 3 subunit B,26.1311,25.9903,26.1062,27.652,26.4554,26.1624
P56134,ATP5J2,"ATP synthase subunit f, mitochondrial",28.1545,26.8201,26.9252,29.4286,28.9803,28.3046
P56182,RRP1,Ribosomal RNA processing protein 1 homolog A,29.6233,28.8114,28.7125,28.1893,28.889,28.7961
P56192,MARS,"Methionine--tRNA ligase, cytoplasmic",25.9716,25.8124,26.0448,28.2283,27.0536,27.4401
P56199,ITGA1,Integrin alpha-1,21.8782,21.8516,21.6839,25.7864,26.292,26.053
P56270,MAZ,Myc-associated zinc finger protein,27.1241,22.1857,24.1506,22.362,24.4637,25.0117
P56381,ATP5F1E,"ATP synthase subunit epsilon, mitochondrial",26.4995,25.999,26.0408,27.0008,27.0891,26.6049
P56537,EIF6,Eukaryotic translation initiation factor 6,25.3726,26.6935,27.2759,25.3424,25.1744,26.2898
P56545,CTBP2,C-terminal-binding protein 2,22.5115,25.4601,21.967,25.4186,25.4795,24.7235
P56962,STX17,Syntaxin-17,21.6012,22.2069,21.4693,22.8291,22.7239,22.8182
P57088,TMEM33,Transmembrane protein 33,26.525,22.4728,23.8818,28.3499,28.1349,27.2807
P57105,SYNJ2BP,Synaptojanin-2-binding protein,23.9442,24.2139,23.9686,24.2537,24.0703,23.6977
P57721,PCBP3,Poly(rC)-binding protein 3,23.0251,22.1838,22.4978,25.4331,24.7771,24.7954
P57740,NUP107,Nuclear pore complex protein Nup107,28.5324,27.9969,28.4177,30.0486,29.9555,30.1735
P59998,ARPC4,Actin-related protein 2/3 complex subunit 4,25.7501,25.1987,24.6806,27.4346,26.6485,25.337
P60033,CD81,CD81 antigen,22.6613,21.391,22.3871,26.5901,24.4429,23.6402
P60059,SEC61G,Protein transport protein Sec61 subunit gamma,24.936,24.5749,22.923,25.0757,24.961,24.3254
P60174,TPI1,Triosephosphate isomerase,27.3163,28.8421,29.3638,29.126,28.3937,28.7167
P60228,EIF3E,Eukaryotic translation initiation factor 3 subunit E,23.8138,23.97,23.6212,26.8129,23.9539,21.0107
P60468,SEC61B,Protein transport protein Sec61 subunit beta,27.1622,26.4653,26.0607,26.9974,26.9697,26.0455
P60604,UBE2G2,Ubiquitin-conjugating enzyme E2 G2,23.5088,23.8267,23.152,23.9951,23.7083,25.3167
P60660,MYL6,Myosin light polypeptide 6,22.5499,21.7825,20.5726,23.1996,25.4155,25.4245
P60709,ACTB,"Actin, cytoplasmic 1",27.1128,27.2588,27.0318,27.7917,27.5765,27.6626
P60842,EIF4A1,Eukaryotic initiation factor 4A-I,28.4498,27.8398,28.5353,30.3407,29.1393,29.6358
P60866,RPS20,40S ribosomal protein S20,27.7565,28.4554,27.7815,28.3025,27.5179,27.9664
P60891,PRPS1,Ribose-phosphate pyrophosphokinase 1,23.3449,23.7396,23.9934,26.5987,25.9315,25.9438
P60900,PSMA6,Proteasome subunit alpha type-6,22.3957,25.4926,25.3184,26.5866,25.7013,25.7142
P60953,CDC42,Cell division control protein 42 homolog,25.0195,24.9191,24.7597,26.1619,26.0475,23.5377
P61006,RAB8A,Ras-related protein Rab-8A,27.013,24.7896,25.0729,26.9915,26.4,26.5721
P61009,SPCS3,Signal peptidase complex subunit 3,25.5737,25.9112,25.2915,26.9966,27.6127,27.4846
P61011,SRP54,Signal recognition particle 54 kDa protein,23.3181,22.4075,22.9156,23.9649,24.7878,23.5803
P61019,RAB2A,Ras-related protein Rab-2A,27.705,27.2129,26.9131,28.8772,28.6143,27.9543
P61020,RAB5B,Ras-related protein Rab-5B,23.6608,21.5501,23.4523,25.1638,24.3398,24.0362
P61026,RAB10,Ras-related protein Rab-10,27.0875,26.3614,25.5188,28.0892,27.7693,27.4327
P61081,UBE2M,NEDD8-conjugating enzyme Ubc12,22.9938,23.5282,24.9335,24.3628,25.3299,23.5005
P61088,UBE2N,Ubiquitin-conjugating enzyme E2 N,23.092,24.9548,24.8705,25.4682,23.9956,23.9572
P61106,RAB14,Ras-related protein Rab-14,27.7441,26.3037,26.811,28.1079,28.3281,27.4692
P61158,ACTR3,Actin-related protein 3,26.4122,25.8303,26.3915,27.2995,27.1741,27.623
P61163,ACTR1A,Alpha-centractin,25.1147,22.178,22.4033,25.7583,24.8171,21.7759
P61204,ARF3,ADP-ribosylation factor 3,26.748,25.7059,26.4031,28.6835,28.2531,28.0213
P61221,ABCE1,ATP-binding cassette sub-family E member 1,23.0305,21.8735,21.0097,24.0536,24.9243,22.6222
P61224,RAP1B,Ras-related protein Rap-1b,28.9057,28.1168,28.1357,29.5335,28.6677,29.1033
P61225,RAP2B,Ras-related protein Rap-2b,23.2423,21.1553,21.4804,23.5787,22.9728,23.3957
P61247,RPS3A,40S ribosomal protein S3a,30.9565,30.2022,30.3664,30.3801,30.3694,30.4932
P61254,RPL26,60S ribosomal protein L26,29.2619,29.0168,28.8632,29.156,29.02,29.1405
P61313,RPL15,60S ribosomal protein L15,30.8253,30.5067,29.8259,29.7611,29.3814,28.9498
P61326,MAGOH,Protein mago nashi homolog,27.2634,26.6195,27.2355,27.156,27.0385,27.5873
P61353,RPL27,60S ribosomal protein L27,30.3479,29.6089,29.4228,29.1677,29.5115,28.9
P61421,ATP6V0D1,V-type proton ATPase subunit d 1,25.6383,24.0334,25.0257,27.7255,27.5625,28.307
P61513,RPL37A,60S ribosomal protein L37a,25.7252,25.0341,23.7727,23.7533,23.4836,23.7691
P61586,RHOA,Transforming protein RhoA,27.4694,27.0889,27.0785,28.5449,28.6453,28.0098
P61604,HSPE1,"10 kDa heat shock protein, mitochondrial",23.2056,29.2324,28.9549,27.6942,27.4109,27.5356
P61619,SEC61A1,Protein transport protein Sec61 subunit alpha isoform 1,26.2974,22.4786,22.4929,25.8837,25.7188,23.9772
P61769,B2M,Beta-2-microglobulin,23.4811,23.3818,25.7232,28.4686,28.8441,29.1517
P61803,DAD1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,23.3763,22.3345,21.6494,25.377,25.1882,23.5438
P61916,NPC2,NPC intracellular cholesterol transporter 2,22.5716,22.5931,24.4088,29.5866,29.6763,29.4658
P61927,RPL37,60S ribosomal protein L37,26.3063,27.308,26.7299,25.6929,25.7069,25.3966
P61956,SUMO2,Small ubiquitin-related modifier 2,28.4397,28.4389,28.8235,28.627,28.6941,28.3272
P61964,WDR5,WD repeat-containing protein 5,25.0803,23.858,24.7269,24.9118,24.1584,25.148
P61978,HNRNPK,Heterogeneous nuclear ribonucleoprotein K,31.8228,32.5385,32.8132,32.4391,32.6512,32.5831
P61981,YWHAG,14-3-3 protein gamma,24.9361,25.1404,25.4056,25.9888,25.2065,25.3332
P62070,RRAS2,Ras-related protein R-Ras2,22.5509,21.5842,21.3492,22.765,23.0394,22.4723
P62072,TIMM10,Mitochondrial import inner membrane translocase subunit Tim10,21.6526,23.5534,23.6477,22.3553,23.9832,25.7043
P62081,RPS7,40S ribosomal protein S7,28.6927,28.2445,28.1034,28.9189,28.5926,29.0095
P62136,PPP1CA,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,29.2663,28.9034,29.1599,29.504,29.4797,29.6971
P62140,PPP1CB,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,23.8408,22.5787,24.2801,25.6934,25.7759,25.3315
P62191,PSMC1,26S proteasome regulatory subunit 4,25.0017,25.8402,23.0266,27.5592,24.4701,25.74
P62241,RPS8,40S ribosomal protein S8,31.5938,30.458,29.9976,30.1554,29.9098,29.5095
P62244,RPS15A,40S ribosomal protein S15a,29.5111,28.8122,28.0537,29.3983,28.8321,28.3716
P62249,RPS16,40S ribosomal protein S16,29.7241,29.3215,29.1558,29.4407,28.8498,29.0607
P62258,YWHAE,14-3-3 protein epsilon,28.5357,28.7442,28.9373,30.1542,30.0427,28.7692
P62263,RPS14,40S ribosomal protein S14,29.1387,28.8656,30.0642,27.6722,29.6583,29.4741
P62266,RPS23,40S ribosomal protein S23,28.4418,27.9054,27.294,27.3899,27.0778,27.1377
P62269,RPS18,40S ribosomal protein S18,29.6038,29.6341,28.9793,29.3288,28.5039,28.7407
P62273,RPS29,40S ribosomal protein S29,25.176,24.7567,21.2571,22.8456,23.7488,22.6555
P62277,RPS13,40S ribosomal protein S13,30.7406,29.7947,29.1969,29.5984,29.0281,29.0128
P62280,RPS11,40S ribosomal protein S11,29.3119,28.9895,28.6946,28.7763,28.3481,28.5055
P62304,SNRPE,Small nuclear ribonucleoprotein E,28.2052,27.608,27.931,28.2157,28.7096,28.7557
P62306,SNRPF,Small nuclear ribonucleoprotein F,27.1219,27.1855,27.5904,28.0014,27.6203,27.4097
P62308,SNRPG,Small nuclear ribonucleoprotein G,27.4537,27.6329,28.0763,27.4403,27.4284,27.6359
P62314,SNRPD1,Small nuclear ribonucleoprotein Sm D1,29.2066,28.3661,27.6773,28.4228,28.6772,29.6865
P62316,SNRPD2,Small nuclear ribonucleoprotein Sm D2,29.5086,29.8322,29.5989,28.5854,29.2149,29.4768
P62318,SNRPD3,Small nuclear ribonucleoprotein Sm D3,27.8207,29.0073,28.7633,28.0212,28.2008,27.7276
P62424,RPL7A,60S ribosomal protein L7a,32.6898,31.2988,30.4769,30.5634,30.4175,30.3556
P62495,ETF1,Eukaryotic peptide chain release factor subunit 1,25.7308,23.922,25.3788,26.5132,25.7121,25.7019
P62633,CNBP,Cellular nucleic acid-binding protein,23.2646,23.4789,23.4205,23.0289,21.996,22.2221
P62701,RPS4X,"40S ribosomal protein S4, X isoform",31.3878,30.0036,29.8433,30.1785,29.6389,30.0025
P62714,PPP2CB,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,26.7067,23.6259,25.8658,27.3377,26.6313,26.7387
P62750,RPL23A,60S ribosomal protein L23a,29.5669,29.8503,29.4132,29.2224,28.857,29.0798
P62753,RPS6,40S ribosomal protein S6,31.2904,29.9476,29.6035,29.4412,29.4967,29.1463
P62805,HIST1H4A,Histone H4,36.6446,36.672,36.0762,34.8998,35.3248,36.1561
P62820,RAB1A,Ras-related protein Rab-1A,29.0175,28.1206,28.6861,30.701,30.8271,29.9793
P62826,RAN,GTP-binding nuclear protein Ran,30.7559,29.7975,30.0167,31.0894,31.1198,30.9732
P62829,RPL23,60S ribosomal protein L23,28.9341,28.96,28.9882,29.1693,28.9781,28.9646
P62834,RAP1A,Ras-related protein Rap-1A,24.6449,20.7018,21.5607,25.4589,24.8121,22.0011
P62841,RPS15,40S ribosomal protein S15,22.9798,22.7625,21.4153,21.5875,20.6937,20.9791
P62847,RPS24,40S ribosomal protein S24,28.0144,26.6164,27.109,27.5409,27.1657,26.8713
P62851,RPS25,40S ribosomal protein S25,28.284,28.1869,28.2451,28.4919,27.6733,27.1988
P62854,RPS26,40S ribosomal protein S26,27.9657,24.8406,23.8799,26.9666,21.6465,24.121
P62857,RPS28,40S ribosomal protein S28,19.815,26.4342,20.9596,26.796,26.2315,26.8623
P62873,GNB1,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,27.6849,27.4698,27.3387,29.0888,29.6317,30.0418
P62875,POLR2L,"DNA-directed RNA polymerases I, II, and III subunit RPABC5",24.4805,25.3746,24.9551,24.7416,24.2996,24.4357
P62879,GNB2,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,28.56,28.003,27.8592,28.7188,28.8975,28.6109
P62888,RPL30,60S ribosomal protein L30,28.5879,28.1075,27.9748,28.8565,28.8653,28.7106
P62891,RPL39,60S ribosomal protein L39,26.4849,29.1148,29.2777,27.3235,27.8587,26.2212
P62899,RPL31,60S ribosomal protein L31,28.4195,28.9989,28.8895,26.8532,29.1191,27.9402
P62906,RPL10A,60S ribosomal protein L10a,30.8047,30.2003,29.7823,30.1519,30.7233,30.3778
P62910,RPL32,60S ribosomal protein L32,28.847,29.3068,28.1355,28.029,27.6213,26.7068
P62913,RPL11,60S ribosomal protein L11,30.1237,29.7,29.7442,29.9678,29.9112,30.1596
P62917,RPL8,60S ribosomal protein L8,31.1282,29.9662,29.1788,29.0553,28.8912,29.227
P62937,PPIA,Peptidyl-prolyl cis-trans isomerase A,27.8202,29.3392,28.6904,28.6924,27.7665,27.9127
P62979,RPS27A,Ubiquitin-40S ribosomal protein S27a,31.1203,31.4624,31.1314,31.0041,32.2619,32.1794
P62995,TRA2B,Transformer-2 protein homolog beta,28.9539,29.7405,29.3711,28.3924,28.5433,28.8633
